"country.name","year","population","GDP.per.capita.Current.USD","Life expectancy at birth, total (years)","GINI Index","region.value","incomeLevel.value"
"Andorra",1985,44597,7775.02750730729,NA,NA,"Europe & Central Asia","High income: nonOECD"
"Andorra",1986,46515,10362.1677498842,NA,NA,"Europe & Central Asia","High income: nonOECD"
"Andorra",1987,48458,12615.0521783631,NA,NA,"Europe & Central Asia","High income: nonOECD"
"Andorra",1988,50431,14305.2096423903,NA,NA,"Europe & Central Asia","High income: nonOECD"
"Andorra",1989,52449,15166.912581061,NA,NA,"Europe & Central Asia","High income: nonOECD"
"Andorra",1990,54511,18876.7301903679,NA,NA,"Europe & Central Asia","High income: nonOECD"
"Andorra",1991,56674,19530.8420614121,NA,NA,"Europe & Central Asia","High income: nonOECD"
"Andorra",1992,58904,20541.7731272609,NA,NA,"Europe & Central Asia","High income: nonOECD"
"Andorra",1993,61003,16508.8749149607,NA,NA,"Europe & Central Asia","High income: nonOECD"
"Andorra",1994,62707,16226.9701802536,NA,NA,"Europe & Central Asia","High income: nonOECD"
"Andorra",1995,63854,18460.0066061368,NA,NA,"Europe & Central Asia","High income: nonOECD"
"Andorra",1996,64274,19043.8352940747,NA,NA,"Europe & Central Asia","High income: nonOECD"
"Andorra",1997,64090,18421.6888284091,NA,NA,"Europe & Central Asia","High income: nonOECD"
"Andorra",1998,63799,18996.441222614,NA,NA,"Europe & Central Asia","High income: nonOECD"
"Andorra",1999,64084,19347.1110672469,NA,NA,"Europe & Central Asia","High income: nonOECD"
"Andorra",2000,65399,17334.2756700025,NA,NA,"Europe & Central Asia","High income: nonOECD"
"Andorra",2001,68000,18599.4153888345,NA,NA,"Europe & Central Asia","High income: nonOECD"
"Andorra",2002,71639,20326.9001004177,NA,NA,"Europe & Central Asia","High income: nonOECD"
"Andorra",2003,75643,25355.2671797143,NA,NA,"Europe & Central Asia","High income: nonOECD"
"Andorra",2004,79060,29372.1667374519,NA,NA,"Europe & Central Asia","High income: nonOECD"
"Andorra",2005,81223,31268.9667449795,NA,NA,"Europe & Central Asia","High income: nonOECD"
"Andorra",2006,81877,34484.7008637747,NA,NA,"Europe & Central Asia","High income: nonOECD"
"Andorra",2007,81292,39922.8901210414,NA,NA,"Europe & Central Asia","High income: nonOECD"
"Andorra",2008,79969,46418.4154673278,NA,NA,"Europe & Central Asia","High income: nonOECD"
"Andorra",2009,78659,NA,NA,NA,"Europe & Central Asia","High income: nonOECD"
"Andorra",2010,77907,NA,NA,NA,"Europe & Central Asia","High income: nonOECD"
"Andorra",2011,77865,NA,NA,NA,"Europe & Central Asia","High income: nonOECD"
"Andorra",2012,78360,NA,NA,NA,"Europe & Central Asia","High income: nonOECD"
"Afghanistan",1960,8774440,61.2891320598364,31.5800487804878,NA,"South Asia","Low income"
"Afghanistan",1961,8953544,61.3040930583217,32.0959756097561,NA,"South Asia","Low income"
"Afghanistan",1962,9141783,59.798693323222,32.6118780487805,NA,"South Asia","Low income"
"Afghanistan",1963,9339507,80.4230020659073,33.1273170731707,NA,"South Asia","Low income"
"Afghanistan",1964,9547131,83.7948118142624,33.641243902439,NA,"South Asia","Low income"
"Afghanistan",1965,9765015,103.089103111692,34.1536829268293,NA,"South Asia","Low income"
"Afghanistan",1966,9990125,140.138383240116,34.6631219512195,NA,"South Asia","Low income"
"Afghanistan",1967,10221902,163.700788626879,35.1700731707317,NA,"South Asia","Low income"
"Afghanistan",1968,10465770,131.221435925562,35.6720243902439,NA,"South Asia","Low income"
"Afghanistan",1969,10729191,131.313621224771,36.1699756097561,NA,"South Asia","Low income"
"Afghanistan",1970,11015621,158.764230928666,36.6594390243902,NA,"South Asia","Low income"
"Afghanistan",1971,11323446,161.709515997947,37.1394146341463,NA,"South Asia","Low income"
"Afghanistan",1972,11644377,137.023687562771,37.6088780487805,NA,"South Asia","Low income"
"Afghanistan",1973,11966352,144.8505998375,38.0693414634146,NA,"South Asia","Low income"
"Afghanistan",1974,12273589,175.625523933274,38.5232926829268,NA,"South Asia","Low income"
"Afghanistan",1975,12551790,188.552120093363,38.9702682926829,NA,"South Asia","Low income"
"Afghanistan",1976,12806810,199.546613632383,39.4107317073171,NA,"South Asia","Low income"
"Afghanistan",1977,13034460,226.578885405814,39.8477073170732,NA,"South Asia","Low income"
"Afghanistan",1978,13199597,250.007640997592,40.2906829268293,NA,"South Asia","Low income"
"Afghanistan",1979,13257128,278.939778294497,40.7481707317073,NA,"South Asia","Low income"
"Afghanistan",1980,13180431,276.29775135459,41.2336585365854,NA,"South Asia","Low income"
"Afghanistan",1981,12963788,268.346559648938,41.7606341463415,NA,"South Asia","Low income"
"Afghanistan",1982,12634494,NA,42.3356097560976,NA,"South Asia","Low income"
"Afghanistan",1983,12241928,NA,42.9630487804878,NA,"South Asia","Low income"
"Afghanistan",1984,11854205,NA,43.6444878048781,NA,"South Asia","Low income"
"Afghanistan",1985,11528977,NA,44.3799024390244,NA,"South Asia","Low income"
"Afghanistan",1986,11262439,NA,45.1688048780488,NA,"South Asia","Low income"
"Afghanistan",1987,11063107,NA,45.9972195121951,NA,"South Asia","Low income"
"Afghanistan",1988,11013345,NA,46.8501463414634,NA,"South Asia","Low income"
"Afghanistan",1989,11215323,NA,47.7115853658537,NA,"South Asia","Low income"
"Afghanistan",1990,11731193,NA,48.5670487804878,NA,"South Asia","Low income"
"Afghanistan",1991,12612043,NA,49.4045609756098,NA,"South Asia","Low income"
"Afghanistan",1992,13811876,NA,50.2131219512195,NA,"South Asia","Low income"
"Afghanistan",1993,15175325,NA,50.985243902439,NA,"South Asia","Low income"
"Afghanistan",1994,16485018,NA,51.7093902439024,NA,"South Asia","Low income"
"Afghanistan",1995,17586073,NA,52.3750731707317,NA,"South Asia","Low income"
"Afghanistan",1996,18415307,NA,52.9727804878049,NA,"South Asia","Low income"
"Afghanistan",1997,19021226,NA,53.5084878048781,NA,"South Asia","Low income"
"Afghanistan",1998,19496836,NA,53.9921951219512,NA,"South Asia","Low income"
"Afghanistan",1999,19987071,NA,54.4328780487805,NA,"South Asia","Low income"
"Afghanistan",2000,20595360,NA,54.8485609756098,NA,"South Asia","Low income"
"Afghanistan",2001,21347782,115.312509504906,55.2562195121951,NA,"South Asia","Low income"
"Afghanistan",2002,22202806,185.959290128351,55.6718780487805,NA,"South Asia","Low income"
"Afghanistan",2003,23116142,198.287799138095,56.1075609756098,NA,"South Asia","Low income"
"Afghanistan",2004,24018682,220.056287808743,56.5697317073171,NA,"South Asia","Low income"
"Afghanistan",2005,24860855,252.407892476849,57.0584390243903,NA,"South Asia","Low income"
"Afghanistan",2006,25631282,275.350940904774,57.5706585365854,NA,"South Asia","Low income"
"Afghanistan",2007,26349243,373.591416218515,58.0913658536585,NA,"South Asia","Low income"
"Afghanistan",2008,27032197,376.977669868854,58.6070975609756,27.82,"South Asia","Low income"
"Afghanistan",2009,27708187,450.659239044994,59.1123414634146,NA,"South Asia","Low income"
"Afghanistan",2010,28397812,561.197617484795,59.6000975609756,NA,"South Asia","Low income"
"Afghanistan",2011,29105480,619.592120402192,60.0653658536585,NA,"South Asia","Low income"
"Afghanistan",2012,29824536,NA,NA,NA,"South Asia","Low income"
"Antigua and Barbuda",1960,54681,NA,61.7827317073171,NA,"Latin America & Caribbean","High income: nonOECD"
"Antigua and Barbuda",1961,55403,NA,62.1954146341464,NA,"Latin America & Caribbean","High income: nonOECD"
"Antigua and Barbuda",1962,56311,NA,62.5985365853659,NA,"Latin America & Caribbean","High income: nonOECD"
"Antigua and Barbuda",1963,57368,NA,62.9925853658537,NA,"Latin America & Caribbean","High income: nonOECD"
"Antigua and Barbuda",1964,58500,NA,63.3785853658537,NA,"Latin America & Caribbean","High income: nonOECD"
"Antigua and Barbuda",1965,59653,NA,63.7560731707317,NA,"Latin America & Caribbean","High income: nonOECD"
"Antigua and Barbuda",1966,60818,NA,64.1255609756098,NA,"Latin America & Caribbean","High income: nonOECD"
"Antigua and Barbuda",1967,62002,NA,64.4880731707317,NA,"Latin America & Caribbean","High income: nonOECD"
"Antigua and Barbuda",1968,63176,NA,64.8421219512195,NA,"Latin America & Caribbean","High income: nonOECD"
"Antigua and Barbuda",1969,64307,NA,65.1891951219512,NA,"Latin America & Caribbean","High income: nonOECD"
"Antigua and Barbuda",1970,65369,NA,65.5293414634146,NA,"Latin America & Caribbean","High income: nonOECD"
"Antigua and Barbuda",1971,66338,NA,65.8620243902439,NA,"Latin America & Caribbean","High income: nonOECD"
"Antigua and Barbuda",1972,67205,NA,66.1882682926829,NA,"Latin America & Caribbean","High income: nonOECD"
"Antigua and Barbuda",1973,67972,NA,66.508,NA,"Latin America & Caribbean","High income: nonOECD"
"Antigua and Barbuda",1974,68655,NA,66.8217804878049,NA,"Latin America & Caribbean","High income: nonOECD"
"Antigua and Barbuda",1975,69253,NA,67.1300731707317,NA,"Latin America & Caribbean","High income: nonOECD"
"Antigua and Barbuda",1976,69782,NA,67.4333902439025,NA,"Latin America & Caribbean","High income: nonOECD"
"Antigua and Barbuda",1977,70223,941.919930454288,67.730756097561,NA,"Latin America & Caribbean","High income: nonOECD"
"Antigua and Barbuda",1978,70508,1061.66043900776,68.0226341463415,NA,"Latin America & Caribbean","High income: nonOECD"
"Antigua and Barbuda",1979,70553,1307.39641279195,68.3095365853659,NA,"Latin America & Caribbean","High income: nonOECD"
"Antigua and Barbuda",1980,70301,1565.64863547914,68.5919756097561,NA,"Latin America & Caribbean","High income: nonOECD"
"Antigua and Barbuda",1981,69750,1784.41512313895,68.8689512195122,NA,"Latin America & Caribbean","High income: nonOECD"
"Antigua and Barbuda",1982,68950,2000.7520716673,69.1409268292683,NA,"Latin America & Caribbean","High income: nonOECD"
"Antigua and Barbuda",1983,67958,2255.36910429153,69.4079268292683,NA,"Latin America & Caribbean","High income: nonOECD"
"Antigua and Barbuda",1984,66863,2595.02427421436,69.6704634146342,NA,"Latin America & Caribbean","High income: nonOECD"
"Antigua and Barbuda",1985,65744,3070.43936060873,69.928512195122,NA,"Latin America & Caribbean","High income: nonOECD"
"Antigua and Barbuda",1986,64605,3806.14955426997,70.1825609756098,NA,"Latin America & Caribbean","High income: nonOECD"
"Antigua and Barbuda",1987,63484,4512.53967952176,70.4326341463415,NA,"Latin America & Caribbean","High income: nonOECD"
"Antigua and Barbuda",1988,62538,5415.84780956705,70.6797317073171,NA,"Latin America & Caribbean","High income: nonOECD"
"Antigua and Barbuda",1989,61967,6025.84767755551,70.9228292682927,NA,"Latin America & Caribbean","High income: nonOECD"
"Antigua and Barbuda",1990,61906,6325.24090483941,71.1629512195122,NA,"Latin America & Caribbean","High income: nonOECD"
"Antigua and Barbuda",1991,62412,6575.48066748281,71.4005853658537,NA,"Latin America & Caribbean","High income: nonOECD"
"Antigua and Barbuda",1992,63434,6680.37575242046,71.6347073170732,NA,"Latin America & Caribbean","High income: nonOECD"
"Antigua and Barbuda",1993,64868,7037.93893828045,71.8658536585366,NA,"Latin America & Caribbean","High income: nonOECD"
"Antigua and Barbuda",1994,66550,7514.48354706237,72.093,NA,"Latin America & Caribbean","High income: nonOECD"
"Antigua and Barbuda",1995,68349,7230.32068222522,72.3176829268293,NA,"Latin America & Caribbean","High income: nonOECD"
"Antigua and Barbuda",1996,70245,7702.6704006853,72.5388536585366,NA,"Latin America & Caribbean","High income: nonOECD"
"Antigua and Barbuda",1997,72232,8027.63082511141,72.7575609756098,NA,"Latin America & Caribbean","High income: nonOECD"
"Antigua and Barbuda",1998,74206,8355.61833591538,72.9737804878049,NA,"Latin America & Caribbean","High income: nonOECD"
"Antigua and Barbuda",1999,76041,8572.37332938458,73.1860243902439,NA,"Latin America & Caribbean","High income: nonOECD"
"Antigua and Barbuda",2000,77648,10144.4131381116,73.3972926829268,NA,"Latin America & Caribbean","High income: nonOECD"
"Antigua and Barbuda",2001,78972,9855.53812128073,73.6060731707317,NA,"Latin America & Caribbean","High income: nonOECD"
"Antigua and Barbuda",2002,80030,10077.5443493079,73.8133902439024,NA,"Latin America & Caribbean","High income: nonOECD"
"Antigua and Barbuda",2003,80904,10496.8203536397,74.0192195121951,NA,"Latin America & Caribbean","High income: nonOECD"
"Antigua and Barbuda",2004,81718,11076.063615527,74.2220487804878,NA,"Latin America & Caribbean","High income: nonOECD"
"Antigua and Barbuda",2005,82565,12135.5410292779,74.4218536585366,NA,"Latin America & Caribbean","High income: nonOECD"
"Antigua and Barbuda",2006,83467,13599.908821238,74.6160975609756,NA,"Latin America & Caribbean","High income: nonOECD"
"Antigua and Barbuda",2007,84397,15276.0681528682,74.8047804878049,NA,"Latin America & Caribbean","High income: nonOECD"
"Antigua and Barbuda",2008,85349,15786.357704293,74.9868780487805,NA,"Latin America & Caribbean","High income: nonOECD"
"Antigua and Barbuda",2009,86300,13979.2626153384,75.1624146341464,NA,"Latin America & Caribbean","High income: nonOECD"
"Antigua and Barbuda",2010,87233,13017.3105149215,75.3339024390244,NA,"Latin America & Caribbean","High income: nonOECD"
"Antigua and Barbuda",2011,88152,12757.3609934692,75.5003658536586,NA,"Latin America & Caribbean","High income: nonOECD"
"Antigua and Barbuda",2012,89069,13207.1639715027,NA,NA,"Latin America & Caribbean","High income: nonOECD"
"Albania",1960,1618829,NA,62.2543658536585,NA,"Europe & Central Asia","Upper middle income"
"Albania",1961,1668531,NA,63.2734634146342,NA,"Europe & Central Asia","Upper middle income"
"Albania",1962,1719181,NA,64.1628536585366,NA,"Europe & Central Asia","Upper middle income"
"Albania",1963,1770530,NA,64.8870975609756,NA,"Europe & Central Asia","Upper middle income"
"Albania",1964,1822299,NA,65.4381951219512,NA,"Europe & Central Asia","Upper middle income"
"Albania",1965,1874302,NA,65.8273902439024,NA,"Europe & Central Asia","Upper middle income"
"Albania",1966,1926382,NA,66.0893170731707,NA,"Europe & Central Asia","Upper middle income"
"Albania",1967,1978582,NA,66.2872195121951,NA,"Europe & Central Asia","Upper middle income"
"Albania",1968,2031167,NA,66.4749512195122,NA,"Europe & Central Asia","Upper middle income"
"Albania",1969,2084532,NA,66.6816097560976,NA,"Europe & Central Asia","Upper middle income"
"Albania",1970,2138966,NA,66.9325853658537,NA,"Europe & Central Asia","Upper middle income"
"Albania",1971,2194588,NA,67.2388780487805,NA,"Europe & Central Asia","Upper middle income"
"Albania",1972,2251320,NA,67.5859512195122,NA,"Europe & Central Asia","Upper middle income"
"Albania",1973,2309029,NA,67.9579512195122,NA,"Europe & Central Asia","Upper middle income"
"Albania",1974,2367499,NA,68.3483414634146,NA,"Europe & Central Asia","Upper middle income"
"Albania",1975,2426592,NA,68.7412195121951,NA,"Europe & Central Asia","Upper middle income"
"Albania",1976,2486256,NA,69.115512195122,NA,"Europe & Central Asia","Upper middle income"
"Albania",1977,2546617,NA,69.4561707317073,NA,"Europe & Central Asia","Upper middle income"
"Albania",1978,2607936,NA,69.754243902439,NA,"Europe & Central Asia","Upper middle income"
"Albania",1979,2670572,NA,70.0096585365854,NA,"Europe & Central Asia","Upper middle income"
"Albania",1980,2734776,NA,70.2359756097561,NA,"Europe & Central Asia","Upper middle income"
"Albania",1981,2799345,NA,70.4544634146341,NA,"Europe & Central Asia","Upper middle income"
"Albania",1982,2863902,NA,70.6851219512195,NA,"Europe & Central Asia","Upper middle income"
"Albania",1983,2930351,NA,70.9373902439024,NA,"Europe & Central Asia","Upper middle income"
"Albania",1984,3001325,641.130985905004,71.2065365853659,NA,"Europe & Central Asia","Upper middle income"
"Albania",1985,3077930,638.541026159301,71.4712195121951,NA,"Europe & Central Asia","Upper middle income"
"Albania",1986,3162225,687.411558633557,71.6975609756098,NA,"Europe & Central Asia","Upper middle income"
"Albania",1987,3251512,663.268318247019,71.8619512195122,NA,"Europe & Central Asia","Upper middle income"
"Albania",1988,3336434,637.207269797634,71.9532926829268,NA,"Europe & Central Asia","Upper middle income"
"Albania",1989,3404408,685.912203237685,71.9785853658537,NA,"Europe & Central Asia","Upper middle income"
"Albania",1990,3446882,609.717698488083,71.9573170731707,NA,"Europe & Central Asia","Upper middle income"
"Albania",1991,3459763,329.261478045316,71.9184146341463,NA,"Europe & Central Asia","Upper middle income"
"Albania",1992,3446858,205.825877555183,71.9008048780488,NA,"Europe & Central Asia","Upper middle income"
"Albania",1993,3417280,359.370914122738,71.9358536585366,NA,"Europe & Central Asia","Upper middle income"
"Albania",1994,3384367,586.719178474028,72.0419512195122,NA,"Europe & Central Asia","Upper middle income"
"Albania",1995,3357858,722.037368132086,72.2360243902439,NA,"Europe & Central Asia","Upper middle income"
"Albania",1996,3341043,901.879398910357,72.5274146341463,NA,"Europe & Central Asia","Upper middle income"
"Albania",1997,3331317,659.265904088532,72.8980975609756,29.12,"Europe & Central Asia","Upper middle income"
"Albania",1998,3325456,820.26207927058,73.3265853658537,NA,"Europe & Central Asia","Upper middle income"
"Albania",1999,3317941,1035.10051969296,73.7933902439025,NA,"Europe & Central Asia","Upper middle income"
"Albania",2000,3304948,1115.49391610218,74.2720731707317,NA,"Europe & Central Asia","Upper middle income"
"Albania",2001,3286084,1244.95303509179,74.7342195121951,NA,"Europe & Central Asia","Upper middle income"
"Albania",2002,3263596,1363.33463319796,75.1579512195122,28.15,"Europe & Central Asia","Upper middle income"
"Albania",2003,3239385,1744.87598158281,75.5293658536585,NA,"Europe & Central Asia","Upper middle income"
"Albania",2004,3216197,2320.89233029743,75.839,31.09,"Europe & Central Asia","Upper middle income"
"Albania",2005,3196130,2620.82072396395,76.0893902439024,33.03,"Europe & Central Asia","Upper middle income"
"Albania",2006,3179573,2872.26062506829,76.2905365853659,NA,"Europe & Central Asia","Upper middle income"
"Albania",2007,3166222,3380.89419205552,76.4648536585366,NA,"Europe & Central Asia","Upper middle income"
"Albania",2008,3156608,4108.41412392958,76.6323170731707,34.51,"Europe & Central Asia","Upper middle income"
"Albania",2009,3151185,3845.72171962427,76.8018780487805,NA,"Europe & Central Asia","Upper middle income"
"Albania",2010,3150143,3764.32634799148,76.978512195122,NA,"Europe & Central Asia","Upper middle income"
"Albania",2011,3153883,4109.08201173014,77.1632195121951,NA,"Europe & Central Asia","Upper middle income"
"Albania",2012,3162083,4148.85167512995,NA,NA,"Europe & Central Asia","Upper middle income"
"Armenia",1960,1867396,NA,65.8634634146342,NA,"Europe & Central Asia","Lower middle income"
"Armenia",1961,1934239,NA,66.2843902439024,NA,"Europe & Central Asia","Lower middle income"
"Armenia",1962,2002170,NA,66.7098536585366,NA,"Europe & Central Asia","Lower middle income"
"Armenia",1963,2070427,NA,67.1378536585366,NA,"Europe & Central Asia","Lower middle income"
"Armenia",1964,2138133,NA,67.5654146341463,NA,"Europe & Central Asia","Lower middle income"
"Armenia",1965,2204650,NA,67.9915365853659,NA,"Europe & Central Asia","Lower middle income"
"Armenia",1966,2269475,NA,68.4147317073171,NA,"Europe & Central Asia","Lower middle income"
"Armenia",1967,2332624,NA,68.8304878048781,NA,"Europe & Central Asia","Lower middle income"
"Armenia",1968,2394635,NA,69.2292682926829,NA,"Europe & Central Asia","Lower middle income"
"Armenia",1969,2456370,NA,69.6000487804878,NA,"Europe & Central Asia","Lower middle income"
"Armenia",1970,2518408,NA,69.9242682926829,NA,"Europe & Central Asia","Lower middle income"
"Armenia",1971,2580894,NA,70.1828780487805,NA,"Europe & Central Asia","Lower middle income"
"Armenia",1972,2643464,NA,70.3673414634146,NA,"Europe & Central Asia","Lower middle income"
"Armenia",1973,2705584,NA,70.4796585365854,NA,"Europe & Central Asia","Lower middle income"
"Armenia",1974,2766495,NA,70.5263414634146,NA,"Europe & Central Asia","Lower middle income"
"Armenia",1975,2825650,NA,70.5319268292683,NA,"Europe & Central Asia","Lower middle income"
"Armenia",1976,2882831,NA,70.5294146341464,NA,"Europe & Central Asia","Lower middle income"
"Armenia",1977,2938181,NA,70.5429024390244,NA,"Europe & Central Asia","Lower middle income"
"Armenia",1978,2991954,NA,70.5829756097561,NA,"Europe & Central Asia","Lower middle income"
"Armenia",1979,3044564,NA,70.6412682926829,NA,"Europe & Central Asia","Lower middle income"
"Armenia",1980,3096298,NA,70.6845365853659,NA,"Europe & Central Asia","Lower middle income"
"Armenia",1981,3145885,NA,70.6616097560976,NA,"Europe & Central Asia","Lower middle income"
"Armenia",1982,3192877,NA,70.535512195122,NA,"Europe & Central Asia","Lower middle income"
"Armenia",1983,3239212,NA,70.2901463414634,NA,"Europe & Central Asia","Lower middle income"
"Armenia",1984,3287588,NA,69.9356829268293,NA,"Europe & Central Asia","Lower middle income"
"Armenia",1985,3339147,NA,69.5,NA,"Europe & Central Asia","Lower middle income"
"Armenia",1986,3396511,NA,69.0242926829268,NA,"Europe & Central Asia","Lower middle income"
"Armenia",1987,3457054,NA,68.5675609756098,NA,"Europe & Central Asia","Lower middle income"
"Armenia",1988,3510439,NA,68.1820975609756,NA,"Europe & Central Asia","Lower middle income"
"Armenia",1989,3542720,NA,67.899512195122,NA,"Europe & Central Asia","Lower middle income"
"Armenia",1990,3544695,636.680689996499,67.7478048780488,NA,"Europe & Central Asia","Lower middle income"
"Armenia",1991,3511912,589.002948223927,67.7382926829268,NA,"Europe & Central Asia","Lower middle income"
"Armenia",1992,3449497,368.916836793393,67.8533414634147,NA,"Europe & Central Asia","Lower middle income"
"Armenia",1993,3369673,356.507351442189,68.0695609756098,NA,"Europe & Central Asia","Lower middle income"
"Armenia",1994,3289943,399.751202522265,68.3766585365854,NA,"Europe & Central Asia","Lower middle income"
"Armenia",1995,3223173,455.550276086151,68.7635609756098,NA,"Europe & Central Asia","Lower middle income"
"Armenia",1996,3173425,503.231969620213,69.2168536585366,44.42,"Europe & Central Asia","Lower middle income"
"Armenia",1997,3137652,522.522072040184,69.7164146341464,NA,"Europe & Central Asia","Lower middle income"
"Armenia",1998,3112958,608.336648730809,70.2402195121951,NA,"Europe & Central Asia","Lower middle income"
"Armenia",1999,3093820,596.505996304047,70.7670975609756,36.01,"Europe & Central Asia","Lower middle income"
"Armenia",2000,3076098,621.424826318947,71.2765365853658,NA,"Europe & Central Asia","Lower middle income"
"Armenia",2001,3059960,692.318825533253,71.7556585365854,36.22,"Europe & Central Asia","Lower middle income"
"Armenia",2002,3047002,779.89284168496,72.202243902439,35.66,"Europe & Central Asia","Lower middle income"
"Armenia",2003,3036032,924.582154829345,72.6109756097561,33.8,"Europe & Central Asia","Lower middle income"
"Armenia",2004,3025652,1182.09735964882,72.9749268292683,37.79,"Europe & Central Asia","Lower middle income"
"Armenia",2005,3014917,1625.39690429443,73.2885609756098,36.16,"Europe & Central Asia","Lower middle income"
"Armenia",2006,3002911,2126.0895659071,73.5498292682927,32.84,"Europe & Central Asia","Lower middle income"
"Armenia",2007,2989882,3079.1440862724,73.7646341463415,30.23,"Europe & Central Asia","Lower middle income"
"Armenia",2008,2977488,3916.73042675126,73.9438780487805,30.86,"Europe & Central Asia","Lower middle income"
"Armenia",2009,2968154,2913.60061000841,74.0930487804878,NA,"Europe & Central Asia","Lower middle income"
"Armenia",2010,2963496,3124.7842960129,74.2196585365854,31.3,"Europe & Central Asia","Lower middle income"
"Armenia",2011,2964120,3420.2657100317,74.3321951219512,NA,"Europe & Central Asia","Lower middle income"
"Armenia",2012,2969081,3337.86368824499,NA,NA,"Europe & Central Asia","Lower middle income"
"Angola",1960,4965988,NA,32.9848292682927,NA,"Sub-Saharan Africa","Upper middle income"
"Angola",1961,5056688,NA,33.3862195121951,NA,"Sub-Saharan Africa","Upper middle income"
"Angola",1962,5150076,NA,33.7875853658537,NA,"Sub-Saharan Africa","Upper middle income"
"Angola",1963,5245015,NA,34.1884634146342,NA,"Sub-Saharan Africa","Upper middle income"
"Angola",1964,5339893,NA,34.5903414634146,NA,"Sub-Saharan Africa","Upper middle income"
"Angola",1965,5433841,NA,34.9922195121951,NA,"Sub-Saharan Africa","Upper middle income"
"Angola",1966,5526653,NA,35.3950975609756,NA,"Sub-Saharan Africa","Upper middle income"
"Angola",1967,5619643,NA,35.7999756097561,NA,"Sub-Saharan Africa","Upper middle income"
"Angola",1968,5715372,NA,36.2058536585366,NA,"Sub-Saharan Africa","Upper middle income"
"Angola",1969,5817283,NA,36.610243902439,NA,"Sub-Saharan Africa","Upper middle income"
"Angola",1970,5928087,NA,37.0151219512195,NA,"Sub-Saharan Africa","Upper middle income"
"Angola",1971,6049214,NA,37.4210243902439,NA,"Sub-Saharan Africa","Upper middle income"
"Angola",1972,6180863,NA,37.8269268292683,NA,"Sub-Saharan Africa","Upper middle income"
"Angola",1973,6323057,NA,38.2268292682927,NA,"Sub-Saharan Africa","Upper middle income"
"Angola",1974,6475333,NA,38.6137804878049,NA,"Sub-Saharan Africa","Upper middle income"
"Angola",1975,6637628,NA,38.9758048780488,NA,"Sub-Saharan Africa","Upper middle income"
"Angola",1976,6808733,NA,39.301,NA,"Sub-Saharan Africa","Upper middle income"
"Angola",1977,6989550,NA,39.5813658536585,NA,"Sub-Saharan Africa","Upper middle income"
"Angola",1978,7184444,NA,39.8158536585366,NA,"Sub-Saharan Africa","Upper middle income"
"Angola",1979,7399204,NA,40.0053902439024,NA,"Sub-Saharan Africa","Upper middle income"
"Angola",1980,7637141,NA,40.159243902439,NA,"Sub-Saharan Africa","Upper middle income"
"Angola",1981,7901870,NA,40.2886585365854,NA,"Sub-Saharan Africa","Upper middle income"
"Angola",1982,8190093,NA,40.408,NA,"Sub-Saharan Africa","Upper middle income"
"Angola",1983,8489864,NA,40.528243902439,NA,"Sub-Saharan Africa","Upper middle income"
