CODIENS,CODMUNI,NOMENS,ADRECA,MUNICIPI,TELEFON,FAX,TRACTAMENT,NOM,COGNOM1,COGNOM2,PARTITPOL,SEXE,CARREC,CIF,COMARCA,CODCOMARCA,PROVINCIA,CODIPROV,CAPICOM,CENS,CODITIPUS,SUPERFICIE,NOMCURT,ARTICLE,NOMTIPUS,CODIPOSTAL,HORARI,DISSOLT,SIGLACOM,ALTURA,CODIPARE,TIPUSPARE,NOMPARE,E_MAIL,WEB,GENTILICI,LOCALITAT_CP,PARTIT_JUDICIAL,PARTIT_ELECTORAL,DELEGACIO_GOVERN,Y_UTM_ED50,X_UTM_ED50,MUNICAT,AMBIT,SITUA_GEO_MUNICIPI,SITUA_GEO_COMARCA,PLANOL_CARRERS,CP,SALUTACIO,DATA_ACTUALITZACIO,PAÍS,REGION
1703720002,17037,Ajuntament de Campelles,"Pl. Ajuntament, s/n",Campelles,972-727273,972-727273,Il·lm. Sr.,Joan,Dordas,Riu,IdC - AM,Alcalde,Alcalde President,P1704100E,Ripollès,8103110007,Girona,8001760009,N,137,2,19.18,Campelles,    ,Municipis,17534,,N,RI,1303,,,,ajuntament@campelles.cat,http://www.campelles.cat,campellencs,Campelles,Ripoll,Puigcerdà,Girona,4683100,429200,aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=1703720002,Comarques Gironines,http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Municipis&QUERY=CODI_INE|LIKE|17037&FIT=True,http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Comarques&QUERY=COMARCA|LIKE|31&FIT=True&FILTER=True,http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=170372,170372,Benvolgut alcalde,06/06/2017,ESPAÑA,CATALUÑA
0803990004,08039,Ajuntament de Campins,"Plaça de la Vila, 8",Campins,938475030,938475092,Il·lm. Sr.,Joan,Lacruz,Gil,ERC-AM,Alcalde,Alcalde President,P0803800B,Vallès Oriental,8104190004,Barcelona,8000840003,N,470,2,7.42,Campins,    ,Municipis,08472,Hores a convenir,N,VR,321,,,,ajuntament@campins.cat,http://www.campins.diba.es,campinencs,Campins,Granollers,Arenys de Mar,Barcelona,4619535,455505,aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=0803990004,Metropolità,http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Municipis&QUERY=CODI_INE|LIKE|08039&FIT=True,http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Comarques&QUERY=COMARCA|LIKE|41&FIT=True&FILTER=True,http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=080399,80399,Benvolgut alcalde,06/06/2017,ESPAÑA,CATALUÑA
1703880001,17038,Ajuntament de Campllong,"Església, 21",Campllong,972-461504,972-463408,Il·lm. Sr.,Lluís,Freixas,Vilardell,CiU - IC,Alcalde,Alcalde President,P1704200C,Gironès,8102060009,Girona,8001760009,N,516,2,8.39,Campllong,    ,Municipis,17459,De dilluns a divendres de 8 a 15 h.  Dijous de 17.30 a 20 h.,N,GN,113,,,,ajuntament@campllong.cat,http://www.campllong.cat,campllonguesos,Campllong,Girona,Girona,Girona,4638200,486050,aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=1703880001,Comarques Gironines,http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Municipis&QUERY=CODI_INE|LIKE|17038&FIT=True,http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Comarques&QUERY=COMARCA|LIKE|20&FIT=True&FILTER=True,http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=170388,170388,Benvolgut alcalde,06/06/2017,ESPAÑA,CATALUÑA
1703910007,17039,Ajuntament de Camprodon,"Plaça de la Vila, 1",Camprodon,972-740005,972-130324,Il·lm. Sr.,Francesc Xavier,Sala,Pujol,JFC,Alcalde,Alcalde President,P1704300A,Ripollès,8103110007,Girona,8001760009,N,2221,2,103.4,Camprodon,    ,Municipis,17867,,N,RI,947,,,,informacio@camprodon.cat,http://www.camprodon.cat,camprodonins,Camprodon,Ripoll,Puigcerdà,Girona,4685025,447800,aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=1703910007,Comarques Gironines,http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Municipis&QUERY=CODI_INE|LIKE|17039&FIT=True,http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Comarques&QUERY=COMARCA|LIKE|31&FIT=True&FILTER=True,http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=170391,170391,Benvolgut alcalde,06/06/2017,ESPAÑA,CATALUÑA
2506370005,25063,Ajuntament de Canejan,"Pl. Ajuntament, s/n",Canejan,973-648160,973-648160,Il·lm. Sr.,Juan Carlos,Lastera,Alcalde,UA-PSC-CP,Alcalde,Alcalde President,P2507500C,Aran,8103980001,Lleida,8002550006,N,97,2,48.52,Canejan,    ,Municipis,25548,,N,VN,906,,,,ajuntament@les.ddl.net,http://www.canejan.org,,Canejan,Vielha e Mijaran,Vielha e Mijaran,Alt Pirineu i Aran,4745550,315275,aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=2506370005,Alt Pirineu i Aran,http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Municipis&QUERY=CODI_INE|LIKE|25063&FIT=True,http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Comarques&QUERY=COMARCA|LIKE|39&FIT=True&FILTER=True,http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=250637,250637,Benvolgut alcalde,06/06/2017,ESPAÑA,CATALUÑA
1704050006,17040,Ajuntament de Canet d'Adri,"Av. Rocacorba, 21",Canet d'Adri,972428280,972429513,Il·lm. Sr.,Carles,Espígol,Camps,IpC - AM,Alcalde,Alcalde President,P1704400I,Gironès,8102060009,Girona,8001760009,N,702,2,44.7,Canet d'Adri,    ,Municipis,17199,"De dilluns a divendres, de 9 a 14 h i de dilluns a dijous, de 17 a 20 h",N,GN,217,,,,ajuntament@canet-adri.cat,http://www.canet-adri.org,canetencs,Canet d'Adri,Girona,Girona,Girona,4653850,478350,aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=1704050006,Comarques Gironines,http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Municipis&QUERY=CODI_INE|LIKE|17040&FIT=True,http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Comarques&QUERY=COMARCA|LIKE|20&FIT=True&FILTER=True,http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=170405,170405,Benvolgut alcalde,06/06/2017,ESPAÑA,CATALUÑA
0804030008,08040,Ajuntament de Canet de Mar,"Ample, 11-13",Canet de Mar,93-7943940,93-7941231,Il·lma. Sra.,Blanca,Arbell,Brugarola,ERC-AM,Alcaldessa,Alcaldessa Presidenta,P0803900J,Maresme,8102130008,Barcelona,8000840003,N,14284,2,6.32,Canet de Mar,    ,Municipis,08360,,N,MM,15,,,,canetdemar@canetdemar.cat,http://www.canetdemar.cat/,canetencs,Canet de Mar,Arenys de Mar,Arenys de Mar,Barcelona,4604473,465216,aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=0804030008,Metropolità,http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Municipis&QUERY=CODI_INE|LIKE|08040&FIT=True,http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Comarques&QUERY=COMARCA|LIKE|21&FIT=True&FILTER=True,http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=080403,80403,Benvolguda alcaldessa,06/06/2017,ESPAÑA,CATALUÑA
4390760009,43907,Ajuntament de la Canonja,"Raval, 11",La Canonja,977543489,,Il·lm. Sr.,Roc,Muñoz,Martínez,PSC-CP,Alcalde,Alcalde President,P4300080A,Tarragonès,8103630008,Tarragona,8004330008,N,5846,2,7.35,Canonja,La,Municipis,43110,,N,TR,,,,,ajuntament@lacanonja.cat,http://www.lacanonja.cat,"canongí-ina, canongins",La Canonja,Tarragona,Tarragona,Tarragona,4554204,347225,aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=4390760009,Camp de Tarragona,http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Municipis&QUERY=CODI_INE|LIKE|43907&FIT=True,http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Comarques&QUERY=COMARCA|LIKE|36&FIT=True&FILTER=True,http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=439076,439076,Benvolgut alcalde,06/06/2017,ESPAÑA,CATALUÑA
0804100000,08041,Ajuntament de Canovelles,"Pl. Ajuntament, 1",Canovelles,93-8464555,93-8465302,Il·lm. Sr.,Emili,Cordero,Soria,PSC-CP,Alcalde,Alcalde President,P0804000H,Vallès Oriental,8104190004,Barcelona,8000840003,N,15937,2,6.76,Canovelles,    ,Municipis,08420,,N,VR,175,,,,ajuntament@canovelles.cat,http://www.canovelles.cat,canovellins,Canovelles,Granollers,Granollers,Barcelona,4607850,440400,aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=0804100000,Metropolità,http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Municipis&QUERY=CODI_INE|LIKE|08041&FIT=True,http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Comarques&QUERY=COMARCA|LIKE|41&FIT=True&FILTER=True,http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=080410,80410,Benvolgut alcalde,06/06/2017,ESPAÑA,CATALUÑA
0804250006,08042,Ajuntament de Cànoves i Samalús,"Can Casademunt, s/n",Cànoves i Samalús,93-8710018,93-8434145,Il·lm. Sr.,Josep,Cuch,Codina,NIU,Alcalde,Alcalde President,P0804100F,Vallès Oriental,8104190004,Barcelona,8000840003,N,2873,2,28.62,Cànoves i Samalús,    ,Municipis,08445,,N,VR,346,,,,canovesisamalus@diba.cat,http://canoves.diba.es/,canovins,Cànoves (Cànoves i Samalús),Granollers,Granollers,Barcelona,4615621,446377,aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=0804250006,Metropolità,http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Municipis&QUERY=CODI_INE|LIKE|08042&FIT=True,http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Comarques&QUERY=COMARCA|LIKE|41&FIT=True&FILTER=True,http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=080425,80425,Benvolgut alcalde,06/06/2017,ESPAÑA,CATALUÑA
1704120002,17041,Ajuntament de Cantallops,"Escoles, 12",Cantallops,972-554885,972-554834,Il·lm. Sr.,Joan,Sabartés,Olivet,ERC - AM,Alcalde,Alcalde President,P1704500F,Alt Empordà,8100220002,Girona,8001760009,N,317,2,19.47,Cantallops,    ,Municipis,17708,tots els dies de 16h-20h,N,AE,200,,,,ajuntament@cantallops.cat,http://www.ddgi.es/cantallops,cantallopencs,Cantallops,Figueres,Figueres,Girona,4696900,493925,aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=1704120002,Comarques Gironines,http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Municipis&QUERY=CODI_INE|LIKE|17041&FIT=True,http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Comarques&QUERY=COMARCA|LIKE|02&FIT=True&FILTER=True,http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=170412,170412,Benvolgut alcalde,06/06/2017,ESPAÑA,CATALUÑA
0804310007,08043,Ajuntament de Canyelles,"Plaça de l'11 de Setembre, s/n",Canyelles,93-8973011,93-8188130,Il·lma. Sra.,Rosa,Huguet,Sugranyes,CiU,Alcaldessa,Alcaldessa Presidenta,P0804200D,Garraf,8101730008,Barcelona,8000840003,N,4407,2,14,Canyelles,    ,Municipis,08811,dilluns a dissabte de 8h-14h,N,GF,142,,,,canyelles@canyelles.cat,http://www.canyelles.org,canyellencs,Canyelles,Vilanova i la Geltrú,Vilanova i la Geltrú,Barcelona,4571539,393085,aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=0804310007,Metropolità,http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Municipis&QUERY=CODI_INE|LIKE|08043&FIT=True,http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Comarques&QUERY=COMARCA|LIKE|17&FIT=True&FILTER=True,http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=080431,80431,Benvolguda alcaldessa,06/06/2017,ESPAÑA,CATALUÑA
4303980001,43039,Ajuntament de Capafonts,"Les Fonts, 7",Capafonts,977868049,977-868057,Il·lm. Sr.,Antoni,Marca,Ferrús,CIU,Alcalde,Alcalde President,P4304000E,Baix Camp,8100810007,Tarragona,8004330008,N,112,2,13.4,Capafonts,    ,Municipis,43364,,N,BC,751,,,,ajuntament@capafonts.com,http://www.capafonts.com,capafontins,Capafonts,Reus,Valls,Tarragona,4573650,334925,aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=4303980001,Camp de Tarragona,http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Municipis&QUERY=CODI_INE|LIKE|43039&FIT=True,http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Comarques&QUERY=COMARCA|LIKE|08&FIT=True&FILTER=True,http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=430398,430398,Benvolgut alcalde,06/06/2017,ESPAÑA,CATALUÑA
4304020002,43040,Ajuntament de Capçanes,"Pl. Església, 7",Capçanes,977-178328,977-178439,Il·lm. Sr.,Juan Carlos,García,Vaqué,CiU,Alcalde,Alcalde President,P4304100C,Priorat,8102900000,Tarragona,8004330008,N,392,2,22.39,Capçanes,    ,Municipis,43776,"Tots els dies de 10 a 13,30 i dm de 18 a 21",N,PR,223,,,,aj.capcanes@altanet.org,http://www.capcanes.altanet.org,capçanencs,Capçanes,Falset,Reus,Tarragona,4552450,313775,aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=4304020002,Camp de Tarragona,http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Municipis&QUERY=CODI_INE|LIKE|43040&FIT=True,http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Comarques&QUERY=COMARCA|LIKE|29&FIT=True&FILTER=True,http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=430402,430402,Benvolgut alcalde,06/06/2017,ESPAÑA,CATALUÑA
0804460009,08044,Ajuntament de Capellades,"Onze de setembre, 4",Capellades,93-8011001,93-8013969,Il·lm. Sr.,Aleix,Auber,Alvarez,VDC-CUP,Alcalde,Alcalde President,P0804300B,Anoia,8100690004,Barcelona,8000840003,N,5227,2,2.95,Capellades,    ,Municipis,08786,,N,AI,317,,,,capellades@capellades.cat,http://www.capellades.cat,capelladins,Capellades,Igualada,Igualada,Catalunya Central,4598659,390437,aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=0804460009,Comarques Centrals,http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Municipis&QUERY=CODI_INE|LIKE|08044&FIT=True,http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Comarques&QUERY=COMARCA|LIKE|06&FIT=True&FILTER=True,http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=080446,80446,Benvolgut alcalde,06/06/2017,ESPAÑA,CATALUÑA
1704270005,17042,Ajuntament de Capmany,"Pl. del Fort, 1",Capmany,972549017,972549168,Il·lm. Sr.,Joan,Fuentes,Pomés,CiU,Alcalde,Alcalde President,P1704600D,Alt Empordà,8100220002,Girona,8001760009,N,596,2,26.53,Capmany,    ,Municipis,17750,"Del 16/09 al 14/06:Dilluns, dimarts, dimecres i divendres: de 9.00 a 13.00. Dijous: de 16.30 a 18.00. Del 15/06 al 15/09: De 9.00 a 13.00 (Dijous tancat)
divendres: de 9.00 a 13.00. Dijous: de 16.30 a 18.00",N,AE,107,,,,ajuntament@capmany.cat,http://www.capmany.cat,capmanyencs,Capmany,Figueres,Figueres,Girona,4691525,493525,aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=1704270005,Comarques Gironines,http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Municipis&QUERY=CODI_INE|LIKE|17042&FIT=True,http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Comarques&QUERY=COMARCA|LIKE|02&FIT=True&FILTER=True,http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=170427,170427,Benvolgut alcalde,06/06/2017,ESPAÑA,CATALUÑA
0804590004,08045,Ajuntament de Capolat,"Casa Consistorial, s/n",Capolat,93-8215040,,Il·lma. Sra.,Mireia,Besora,Sans,IxC,Alcaldessa,Alcaldessa Presidenta,P0804400J,Berguedà,8101410007,Barcelona,8000840003,N,93,2,34.31,Capolat,    ,Municipis,08619,,N,BD,1279,,,,capolat@diba.cat,http://www.capolat.cat/,,Capolat,Berga,Berga,Catalunya Central,4659415,396972,aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=0804590004,Comarques Centrals,http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Municipis&QUERY=CODI_INE|LIKE|08045&FIT=True,http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Comarques&QUERY=COMARCA|LIKE|14&FIT=True&FILTER=True,http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=080459,80459,Benvolguda alcaldessa,06/06/2017,ESPAÑA,CATALUÑA
0804620002,08046,Ajuntament de Cardedeu,"Pl. St. Joan, 1",Cardedeu,93-8444004,93-8711477,Il·lm. Sr.,Enric,Olivé,Manté,ERC-AM,Alcalde,Alcalde President,P0804500G,Vallès Oriental,8104190004,Barcelona,8000840003,N,18158,2,12.24,Cardedeu,    ,Municipis,08440,"Dilluns, dimarts, dimecres i divendres de 9h a 14h i dijous de 9h a 19h. Estiu i Nadal de 9h a 14h de dilluns a divendres.",N,VR,193,,,,cardedeu@cardedeu.cat,http://www.cardedeu.org,cardedeuencs,Cardedeu,Granollers,Granollers,Barcelona,4610070,446656,aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=0804620002,Metropolità,http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Municipis&QUERY=CODI_INE|LIKE|08046&FIT=True,http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Comarques&QUERY=COMARCA|LIKE|41&FIT=True&FILTER=True,http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=080462,80462,Benvolgut alcalde,06/06/2017,ESPAÑA,CATALUÑA
0804780001,08047,Ajuntament de Cardona,"Pl. Fira, 1",Cardona,93-8691000,93-8692901,Il·lm. Sr.,Ferran,Estruch,Torrents,ERC-AM,Alcalde,Alcalde President,P0804600E,Bages,8100750006,Barcelona,8000840003,N,4775,2,66.4,Cardona,    ,Municipis,08261,,N,BG,507,,,,cardona@cardona.cat,http://www.cardona.cat,cardonins,Cardona,Manresa,Berga,Catalunya Central,4641250,390750,aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=0804780001,Comarques Centrals,http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Municipis&QUERY=CODI_INE|LIKE|08047&FIT=True,http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Comarques&QUERY=COMARCA|LIKE|07&FIT=True&FILTER=True,http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=080478,80478,Benvolgut alcalde,06/06/2017,ESPAÑA,CATALUÑA
0804840003,08048,Ajuntament de Carme,"Av. Catalunya, 2",Carme,93-8080051,93-8080368,Il.lma. Sra.,Ildefonsa,Terrida,Sardà,JC - AM,Alcaldessa,Alcaldessa Presidenta,P0804700C,Anoia,8100690004,Barcelona,8000840003,N,791,2,11.45,Carme,    ,Municipis,08787,dilluns a divendres 10h-14h,N,AI,351,,,,carme@diba.cat,http://www.anoia.net/carme.htm,carmetans,Carme,Igualada,Igualada,Catalunya Central,4598891,385024,aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=0804840003,Comarques Centrals,http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Municipis&QUERY=CODI_INE|LIKE|08048&FIT=True,http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Comarques&QUERY=COMARCA|LIKE|06&FIT=True&FILTER=True,http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=080484,80484,Benvolguda alcaldessa,06/06/2017,ESPAÑA,CATALUÑA
4304190004,43041,Ajuntament de Caseres,"Pl. Espanya, 4",Caseres,977-431909,977-431887,Il·lm. Sr.,Manel,Palau,González,TSC-AM,Alcalde,Alcalde President,P4304200A,Terra Alta,8103790004,Tarragona,8004330008,N,253,2,42.75,Caseres,    ,Municipis,43787,,N,TT,324,,,,aj.caseres@altanet.org,http://www.caseres.altanet.org,caserols,Caseres,Gandesa,Tortosa,Terres de l'Ebre,4546950,269050,aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=4304190004,Terres de l'Ebre,http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Municipis&QUERY=CODI_INE|LIKE|43041&FIT=True,http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Comarques&QUERY=COMARCA|LIKE|37&FIT=True&FILTER=True,http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=430419,430419,Benvolgut alcalde,06/06/2017,ESPAÑA,CATALUÑA
1704480001,17044,Ajuntament de Cassà de la Selva,"Rambla 11 de setembre, s/n",Cassà de la Selva,972460005,972463708,Il·lm. Sr.,Martí,Vallès,Prats,ERC - AM,Alcalde,Alcalde President,P1704900H,Gironès,8102060009,Girona,8001760009,N,10025,2,45.57,Cassà de la Selva,    ,Municipis,17244,tots els dies de 8h-15h,N,GN,137,,,,ajuntament@cassa.cat,http://www.cassa.cat,cassanencs,Cassà de la Selva,Girona,Girona,Girona,4637475,489825,aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=1704480001,Comarques Gironines,http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Municipis&QUERY=CODI_INE|LIKE|17044&FIT=True,http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Comarques&QUERY=COMARCA|LIKE|20&FIT=True&FILTER=True,http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=170448,170448,Benvolgut alcalde,06/06/2017,ESPAÑA,CATALUÑA
0804970005,08049,Ajuntament de Casserres,"Escodines, 14",Casserres,93-8234000,93-8234336,Il·lm. Sr.,Josep,Colillas,Sabartés,ERC-AM,Alcalde,Alcalde President,P0804800A,Berguedà,8101410007,Barcelona,8000840003,N,1528,2,29.38,Casserres,    ,Municipis,08693,Dilluns a divendres de 8 a 14.30h. Dissabte de  9h a 13h.,N,BD,611,,,,casserres@diba.cat,http://www.casserres.cat/,casserrencs,Casserres,Berga,Berga,Catalunya Central,4652102,404229,aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=0804970005,Comarques Centrals,http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Municipis&QUERY=CODI_INE|LIKE|08049&FIT=True,http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Comarques&QUERY=COMARCA|LIKE|14&FIT=True&FILTER=True,http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=080497,80497,Benvolgut alcalde,06/06/2017,ESPAÑA,CATALUÑA
0805750006,08057,Ajuntament de Castell de l'Areny,"Carretera de Vilada, s/n",Castell de l'Areny,93-8238025,93-8238230,Il·lm. Sr.,Pedro,Raja,Carmona,CiU,Alcalde,Alcalde President,P0805600D,Berguedà,8101410007,Barcelona,8000840003,N,69,2,24.81,Castell de l'Areny,    ,Municipis,08619,,N,BD,954,,,,castell@diba.cat,http://www.diba.es/municipis/munview.asp?Ine=08057&Vista=1,,Castell de l'Areny,Berga,Berga,Catalunya Central,4669710,413032,aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=0805750006,Comarques Centrals,http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Municipis&QUERY=CODI_INE|LIKE|08057&FIT=True,http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Comarques&QUERY=COMARCA|LIKE|14&FIT=True&FILTER=True,http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=080575,80575,Benvolgut alcalde,06/06/2017,ESPAÑA,CATALUÑA
